,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,date_key,day_of_week,month,year,quarter,is_holiday,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,shopping_mall,city,province_state,country,payment_method,card_type,Unnamed: 3
9057,109057,Hair Care,Shampoo,3,20.1,10,962,2020-06-16,8,2020-06-16,Tuesday,June,2020,2020Q2,0,Sara,Goodwin,Other,50.0,1974-03-19,lhanson@weber-lamb.org,001-344-059-5150x91018,1.0,1371.0,8.0,0.0,2022-11-24,50.0,195.4,South Coast Plaza,Costa Mesa,California,US,BNPL (Buy Now, Pay Later),
9058,109058,Body Care and Hygiene,Deodorant,2,26.78,1,868,2020-05-08,2,2020-05-08,Friday,May,2020,2020Q2,0,William,Leach,Male,40.0,1984-08-29,chambersbrian@gmail.com,732.916.8236x69068,1.0,1183.0,3.0,1.0,2020-06-19,46.0,256.48,Mall of America,Bloomington,Minnesota,US,Credit Card - MasterCard,MasterCard,
9059,109059,Hair Care,Hair Oil,4,9.28,4,603,2022-09-30,4,2022-09-30,Friday,September,2022,2022Q3,0,Natalie,Hansen,Other,23.0,2001-05-28,martinlam@peters-smith.com,001-920-479-1365x67100,0.0,308.0,2.0,1.0,2025-01-12,19.0,189.4,Trafford Centre,Manchester,England,UK,Debit Card - Visa,Visa,
9060,109060,Skin Care,Lip Balm,2,78.35,60,283,2022-12-23,9,2022-12-23,Friday,December,2022,2022Q4,0,Andrea,Harris,Female,38.0,1986-06-20,allisonpeterson@hunt.info,+1-063-200-6120x365,1.0,1636.0,8.0,0.0,2022-11-10,25.0,86.16,Stonebriar Centre,Frisco,Texas,US,Apple Pay,,
9061,109061,Body Care and Hygiene,Deodorant,2,26.26,42,466,2022-08-19,4,2022-08-19,Friday,August,2022,2022Q3,0,Jeffery,Anderson,Other,22.0,2002-03-14,nrussell@jones.net,001-511-782-9197x2277,0.0,862.0,9.0,0.0,2022-08-17,46.0,287.02,Brookfield Place,New York,New York,US,Debit Card - Visa,Visa,
9062,109062,Hair Care,Conditioner,3,16.81,2,509,2024-08-07,7,2024-08-07,Wednesday,August,2024,2024Q3,0,Katherine,Anderson,Male,37.0,1988-01-09,uphillips@west.org,047.456.8179,1.0,593.0,4.0,1.0,2023-11-19,25.0,252.29,The Galleria,Houston,Texas,US,Cash,,
9063,109063,Hair Care,Shampoo,2,7.12,28,677,2023-07-13,5,2023-07-13,Thursday,July,2023,2023Q3,0,Evan,Garner,Female,48.0,1976-10-18,antoniojohnson@burgess-sampson.com,(395)607-2984x7276,0.0,1176.0,1.0,0.0,2023-07-15,46.0,400.44,Dolphin Mall,Miami,Florida,US,Debit Card - MasterCard,MasterCard,
9064,109064,Skin Care,Moisturizer,2,42.73,60,799,2024-08-19,4,2024-08-19,Monday,August,2024,2024Q3,0,Jeffery,Anderson,Other,44.0,1980-09-16,efrazier@holt-scott.com,(870)085-2013x812,0.0,782.0,10.0,1.0,2024-11-09,18.0,259.07,Stonebriar Centre,Frisco,Texas,US,Debit Card - Visa,Visa,
9065,109065,Body Care and Hygiene,Hand Sanitizer,4,22.75,22,807,2020-07-18,10,2020-07-18,Saturday,July,2020,2020Q3,1,Daniel,Ramos,Other,23.0,2002-01-16,davisdebra@wilson-anderson.com,8667357421,0.0,1753.0,7.0,1.0,2023-03-09,41.0,112.39,Tysons Corner Center,McLean,Virginia,US,Google Pay,,
9066,109066,Oral Care,Toothpaste,4,5.8,11,956,2021-05-11,10,2021-05-11,Tuesday,May,2021,2021Q2,0,Randy,Rojas,Male,25.0,1999-04-16,jodiavila@jones-stevens.info,864.418.5593x2969,0.0,452.0,9.0,1.0,2022-03-13,9.0,307.76,Roosevelt Field,Garden City,New York,US,Google Pay,,
9067,109067,Oral Care,Toothpaste,1,5.93,38,862,2022-11-30,9,2022-11-30,Wednesday,November,2022,2022Q4,0,Emily,Parks,Female,52.0,1973-02-08,melaniegomez@hale-kane.info,001-897-899-0818x67603,0.0,556.0,8.0,0.0,2021-03-06,49.0,56.17,The Shops at La Cantera,San Antonio,Texas,US,Apple Pay,,
9068,109068,Skin Care,Face Wash,1,34.45,18,489,2020-09-28,6,2020-09-28,Monday,September,2020,2020Q3,0,Brittany,Hall,Other,70.0,1954-12-22,beckmarcus@perez-snyder.net,071-878-6189x23348,1.0,610.0,3.0,1.0,2023-03-23,1.0,5.01,Arndale Centre,Manchester,Greater Manchester,UK,PayPal,,
9069,109069,Oral Care,Toothpaste,1,15.13,57,271,2022-01-17,8,2022-01-17,Monday,January,2022,2022Q1,0,Beth,Floyd,Other,18.0,2006-09-23,lisasmith@rivas.org,677.746.9234x6557,0.0,1558.0,4.0,0.0,2022-04-28,12.0,179.75,The Gardens Mall,Palm Beach Gardens,Florida,US,BNPL (Buy Now, Pay Later),
9070,109070,Skin Care,Sunscreen,4,34.99,22,370,2020-01-05,6,2020-01-05,Sunday,January,2020,2020Q1,1,Colleen,Miller,Male,19.0,2005-03-27,cpearson@hotmail.com,966.338.4861,1.0,804.0,10.0,0.0,2022-05-04,50.0,144.54,Tysons Corner Center,McLean,Virginia,US,PayPal,,
9071,109071,Body Care and Hygiene,Body Lotion,4,7.04,22,774,2020-01-23,7,2020-01-23,Thursday,January,2020,2020Q1,0,Jessica,Dillon,Male,48.0,1976-09-13,michaeljohnson@turner-carroll.com,582.588.6946x27035,0.0,703.0,6.0,0.0,2023-12-25,15.0,253.46,Tysons Corner Center,McLean,Virginia,US,Cash,,
9072,109072,Skin Care,Face Wash,4,59.87,14,795,2020-03-13,4,2020-03-13,Friday,March,2020,2020Q1,0,Trevor,Richards,Male,50.0,1974-05-31,davisjason@dominguez-malone.net,001-016-658-9533x95114,1.0,981.0,6.0,0.0,2022-09-17,43.0,138.46,Westfield Stratford City,London,England,UK,Debit Card - Visa,Visa,
9073,109073,Skin Care,Sunscreen,4,50.13,35,167,2024-04-08,10,2024-04-08,Monday,April,2024,2024Q2,0,Tricia,Potts,Female,34.0,1990-12-08,rayaimee@patton.com,442-418-5847,0.0,479.0,1.0,1.0,2023-07-24,28.0,466.13,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Google Pay,,
9074,109074,Skin Care,Sunscreen,1,37.74,29,353,2020-01-08,4,2020-01-08,Wednesday,January,2020,2020Q1,0,Scott,Chang,Female,34.0,1990-10-25,nguyenjerome@yahoo.com,540-802-4310,1.0,813.0,8.0,0.0,2022-06-20,27.0,148.66,The Mall at Millenia,Orlando,Florida,US,Debit Card - Visa,Visa,
9075,109075,Skin Care,Lip Balm,4,53.93,31,416,2022-01-13,7,2022-01-13,Thursday,January,2022,2022Q1,0,Richard,Hall,Male,33.0,1991-05-26,haley59@gmail.com,699-114-5239x397,0.0,463.0,8.0,0.0,2023-02-16,33.0,426.48,Cherry Creek Shopping Center,Denver,Colorado,US,Cash,,
9076,109076,Oral Care,Mouthwash,1,9.5,34,129,2021-12-26,2,2021-12-26,Sunday,December,2021,2021Q4,1,Ernest,Kim,Male,54.0,1970-11-16,cherryjennifer@gmail.com,2415110464,0.0,881.0,10.0,1.0,2022-06-18,8.0,92.49,The Shops at Columbus Circle,New York,New York,US,Credit Card - MasterCard,MasterCard,
9077,109077,Skin Care,Face Wash,2,25.42,46,125,2022-08-15,3,2022-08-15,Monday,August,2022,2022Q3,0,David,Hendricks,Female,41.0,1983-07-04,mramirez@murphy.org,001-133-396-8149x528,1.0,88.0,5.0,1.0,2021-10-30,21.0,57.19,Park Meadows,Lone Tree,Colorado,US,Credit Card - AMEX,AMEX,
9078,109078,Skin Care,Moisturizer,4,80.72,19,407,2020-05-11,10,2020-05-11,Monday,May,2020,2020Q2,0,Brenda,Campbell,Other,64.0,1961-01-01,reyeschad@sosa.biz,365-944-8424,1.0,1513.0,2.0,1.0,2023-11-27,24.0,111.48,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Google Pay,,
9079,109079,Skin Care,Sunscreen,4,12.71,23,629,2021-01-14,4,2021-01-14,Thursday,January,2021,2021Q1,0,Bradley,Anderson,Male,70.0,1955-01-31,nicholas65@bush-carroll.com,+1-019-537-2729x629,0.0,90.0,6.0,1.0,2021-11-01,39.0,498.78,Palisades Center,West Nyack,New York,US,Debit Card - Visa,Visa,
9080,109080,Hair Care,Shampoo,4,39.76,17,347,2021-02-07,6,2021-02-07,Sunday,February,2021,2021Q1,1,Tyler,Campbell,Female,40.0,1984-06-29,kelsey38@gmail.com,(444)995-8036x173,0.0,611.0,10.0,1.0,2020-11-21,4.0,415.35,Lakeside Shopping Centre,Thurrock,Essex,UK,PayPal,,
9081,109081,Skin Care,Sunscreen,3,50.65,2,137,2023-01-03,3,2023-01-03,Tuesday,January,2023,2023Q1,0,Anna,Brown,Female,20.0,2004-07-14,breanna92@hansen.com,744-316-0680,1.0,1091.0,1.0,0.0,2021-12-19,14.0,12.63,The Galleria,Houston,Texas,US,Credit Card - AMEX,AMEX,
9082,109082,Body Care and Hygiene,Deodorant,1,29.09,2,190,2023-11-02,7,2023-11-02,Thursday,November,2023,2023Q4,0,Danny,Gibbs,Female,52.0,1973-02-05,mark43@soto.com,469-907-2530x1814,1.0,373.0,6.0,0.0,2021-01-05,11.0,462.69,The Galleria,Houston,Texas,US,Cash,,
9083,109083,Hair Care,Hair Oil,3,24.43,59,544,2020-11-24,1,2020-11-24,Tuesday,November,2020,2020Q4,0,Hector,Gonzalez,Other,63.0,1961-11-11,cortezdanielle@griffith.com,846-563-6664x985,1.0,38.0,6.0,0.0,2020-01-04,18.0,226.29,The Streets at Southpoint,Durham,North Carolina,US,Credit Card - Visa,Visa,
9084,109084,Hair Care,Hair Oil,4,9.44,33,144,2024-03-14,1,2024-03-14,Thursday,March,2024,2024Q1,0,William,Griffin,Other,50.0,1974-04-01,nmorris@hotmail.com,(764)203-8340x7835,0.0,144.0,8.0,1.0,2022-02-21,43.0,409.59,Bellevue Square,Bellevue,Washington,US,Credit Card - Visa,Visa,
9085,109085,Oral Care,Mouthwash,2,14.91,56,767,2024-04-23,6,2024-04-23,Tuesday,April,2024,2024Q2,0,Rebecca,Robinson,Male,29.0,1995-11-23,parsonsanthony@franklin-jones.biz,303-275-4809,0.0,809.0,8.0,1.0,2023-07-04,46.0,241.21,The Mall in Columbia,Columbia,Maryland,US,PayPal,,
9086,109086,Hair Care,Hair Oil,1,48.51,48,296,2024-10-12,9,2024-10-12,Saturday,October,2024,2024Q4,1,Mark,Choi,Male,41.0,1983-06-20,ronaldcisneros@hotmail.com,620-941-7128,1.0,1514.0,9.0,1.0,2022-07-29,45.0,10.14,Santa Monica Place,Santa Monica,California,US,Apple Pay,,
9087,109087,Body Care and Hygiene,Hand Sanitizer,2,29.83,28,182,2025-02-06,4,2025-02-06,Thursday,February,2025,2025Q1,0,Brandon,Cunningham,Female,35.0,1989-09-13,garciajohn@lloyd-townsend.com,001-961-252-4693x588,0.0,678.0,3.0,1.0,2023-01-11,38.0,453.03,Dolphin Mall,Miami,Florida,US,Debit Card - Visa,Visa,
9088,109088,Hair Care,Conditioner,3,27.87,19,176,2022-06-12,7,2022-06-12,Sunday,June,2022,2022Q2,1,Tiffany,Garcia,Male,53.0,1971-10-11,ijenkins@yahoo.com,176-573-0752,1.0,972.0,4.0,0.0,2020-11-09,26.0,397.82,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Cash,,
9089,109089,Oral Care,Mouthwash,4,13.78,53,238,2024-04-07,4,2024-04-07,Sunday,April,2024,2024Q2,1,Sydney,Mckinney,Female,61.0,1963-05-13,trevinojuan@gmail.com,202.659.4346,0.0,189.0,1.0,0.0,2025-02-03,21.0,123.46,SouthPark,Charlotte,North Carolina,US,Debit Card - Visa,Visa,
9090,109090,Skin Care,Sunscreen,3,27.48,54,245,2023-09-26,3,2023-09-26,Tuesday,September,2023,2023Q3,0,Raymond,Mclaughlin,Female,20.0,2005-02-20,clarkronald@yahoo.com,987.323.1574x23567,0.0,233.0,7.0,0.0,2020-05-18,21.0,53.35,Westfield Century City,Los Angeles,California,US,Credit Card - AMEX,AMEX,
9091,109091,Body Care and Hygiene,Body Lotion,3,15.52,47,108,2020-06-23,8,2020-06-23,Tuesday,June,2020,2020Q2,0,April,Calhoun,Other,47.0,1977-04-02,derek02@gmail.com,001-335-036-0499x037,1.0,900.0,1.0,0.0,2020-05-28,5.0,170.56,The Americana at Brand,Glendale,California,US,BNPL (Buy Now, Pay Later),
9092,109092,Skin Care,Face Wash,3,19.43,12,959,2022-12-06,1,2022-12-06,Tuesday,December,2022,2022Q4,0,Colin,Ford,Other,63.0,1961-06-04,lhall@smith-weiss.com,857.681.8181,1.0,1061.0,1.0,0.0,2022-10-05,21.0,353.96,Metrocentre,Gateshead,Tyne and Wear,UK,Credit Card - Visa,Visa,
9093,109093,Skin Care,Lip Balm,4,94.88,14,948,2022-08-02,3,2022-08-02,Tuesday,August,2022,2022Q3,0,Linda,Torres,Female,49.0,1975-12-07,brittany90@hotmail.com,832-851-3068,1.0,353.0,9.0,1.0,2020-04-20,30.0,14.23,Westfield Stratford City,London,England,UK,Credit Card - AMEX,AMEX,
9094,109094,Oral Care,Mouthwash,4,5.46,37,18,2020-09-13,5,2020-09-13,Sunday,September,2020,2020Q3,1,Samuel,Santos,Male,39.0,1985-10-08,halljessica@gmail.com,801-443-4923x238,1.0,1117.0,2.0,1.0,2021-11-04,8.0,305.29,Bloor-Yorkville,Toronto,Ontario,Canada,Debit Card - MasterCard,MasterCard,
9095,109095,Hair Care,Shampoo,2,35.33,42,7,2024-10-26,7,2024-10-26,Saturday,October,2024,2024Q4,1,Stephanie,Lynch,Male,52.0,1972-05-18,amy23@brown.com,693.754.8148x598,0.0,5.0,1.0,0.0,2024-07-18,35.0,324.09,Brookfield Place,New York,New York,US,Cash,,
9096,109096,Hair Care,Conditioner,3,12.23,19,254,2021-05-23,3,2021-05-23,Sunday,May,2021,2021Q2,1,Sherri,Manning,Male,40.0,1984-06-28,thernandez@yahoo.com,+1-278-078-4900,0.0,1666.0,9.0,1.0,2023-08-29,50.0,457.54,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Credit Card - AMEX,AMEX,
9097,109097,Oral Care,Toothpaste,2,2.99,15,184,2023-01-27,1,2023-01-27,Friday,January,2023,2023Q1,0,Karen,Douglas,Other,49.0,1975-06-12,joe12@yahoo.com,560-445-6410x361,0.0,1113.0,6.0,0.0,2022-11-16,25.0,189.39,Meadowhall,Sheffield,South Yorkshire,UK,Credit Card - Visa,Visa,
9098,109098,Hair Care,Shampoo,4,9.28,26,118,2024-05-23,8,2024-05-23,Thursday,May,2024,2024Q2,0,David,Liu,Other,38.0,1986-05-18,obriendaniel@powell-mcbride.com,342-705-3578,0.0,1775.0,6.0,1.0,2020-11-29,46.0,347.45,Easton Town Center,Columbus,Ohio,US,BNPL (Buy Now, Pay Later),
9099,109099,Skin Care,Sunscreen,3,90.93,20,827,2021-06-28,2,2021-06-28,Monday,June,2021,2021Q2,0,Jason,Davis,Male,35.0,1989-12-18,hernandezallison@gmail.com,504-289-0533x25003,0.0,170.0,8.0,1.0,2023-02-05,26.0,140.54,The Trafford Centre,Manchester,Greater Manchester,UK,Credit Card - MasterCard,MasterCard,
9100,109100,Body Care and Hygiene,Deodorant,2,18.91,30,797,2023-08-11,1,2023-08-11,Friday,August,2023,2023Q3,0,Evelyn,Schneider,Female,47.0,1977-07-29,charlesobrien@yahoo.com,(811)275-6532x71136,1.0,1123.0,5.0,1.0,2024-05-22,28.0,213.61,Westfield San Francisco Centre,San Francisco,California,US,Credit Card - Visa,Visa,
9101,109101,Skin Care,Moisturizer,4,17.4,51,527,2020-09-16,2,2020-09-16,Wednesday,September,2020,2020Q3,0,Elizabeth,Thomas,Other,26.0,1998-06-05,wilsonkelly@gmail.com,001-596-070-0922x3521,1.0,84.0,2.0,0.0,2021-03-13,4.0,405.72,CambridgeSide,Cambridge,Massachusetts,US,Credit Card - MasterCard,MasterCard,
9102,109102,Oral Care,Mouthwash,2,16.12,21,209,2022-06-05,8,2022-06-05,Sunday,June,2022,2022Q2,1,Gerald,Becker,Other,51.0,1973-03-13,mooreannette@gmail.com,484.732.0158x394,0.0,1092.0,2.0,1.0,2024-05-21,40.0,448.46,Fashion Show Mall,Las Vegas,Nevada,US,BNPL (Buy Now, Pay Later),
9103,109103,Hair Care,Conditioner,4,21.06,50,416,2022-11-15,5,2022-11-15,Tuesday,November,2022,2022Q4,0,Richard,Hall,Male,33.0,1991-05-26,haley59@gmail.com,699-114-5239x397,0.0,463.0,8.0,0.0,2023-02-16,33.0,426.48,The Summit,Birmingham,Alabama,US,Debit Card - MasterCard,MasterCard,
9104,109104,Hair Care,Conditioner,4,25.15,53,721,2024-11-19,5,2024-11-19,Tuesday,November,2024,2024Q4,0,Richard,Miller,Male,51.0,1973-06-07,ngillespie@pierce.info,9476763280,0.0,1749.0,1.0,0.0,2021-02-18,14.0,90.09,SouthPark,Charlotte,North Carolina,US,Debit Card - MasterCard,MasterCard,
9105,109105,Oral Care,Toothpaste,3,10.47,4,827,2022-02-07,7,2022-02-07,Monday,February,2022,2022Q1,0,Jason,Davis,Male,35.0,1989-12-18,hernandezallison@gmail.com,504-289-0533x25003,0.0,170.0,8.0,1.0,2023-02-05,26.0,140.54,Trafford Centre,Manchester,England,UK,Cash,,
9106,109106,Oral Care,Toothpaste,2,15.75,44,469,2021-06-05,4,2021-06-05,Saturday,June,2021,2021Q2,1,Crystal,Church,Male,55.0,1969-04-12,harrischristopher@yahoo.com,824-239-3186,1.0,1110.0,3.0,0.0,2023-09-23,8.0,387.47,The Florida Mall,Orlando,Florida,US,Debit Card - Visa,Visa,
9107,109107,Oral Care,Mouthwash,1,15.45,11,479,2024-02-22,2,2024-02-22,Thursday,February,2024,2024Q1,0,Heidi,Smith,Male,19.0,2005-08-08,schmidttyler@gmail.com,106-970-7968,0.0,888.0,9.0,1.0,2020-07-27,4.0,308.03,Roosevelt Field,Garden City,New York,US,Credit Card - MasterCard,MasterCard,
9108,109108,Skin Care,Sunscreen,4,16.85,48,572,2022-10-01,1,2022-10-01,Saturday,October,2022,2022Q4,1,Erin,Smith,Other,62.0,1962-08-16,carolyn39@jones.com,751.663.8991,0.0,1472.0,10.0,1.0,2021-06-22,42.0,429.74,Santa Monica Place,Santa Monica,California,US,Credit Card - Visa,Visa,
9109,109109,Body Care and Hygiene,Body Lotion,2,6.18,23,822,2020-05-10,7,2020-05-10,Sunday,May,2020,2020Q2,1,Allen,Sanchez,Female,63.0,1961-07-15,jroberts@moore.net,5504721687,0.0,1092.0,1.0,1.0,2022-06-29,40.0,189.38,Palisades Center,West Nyack,New York,US,Cash,,
9110,109110,Hair Care,Shampoo,3,26.24,60,888,2023-10-17,7,2023-10-17,Tuesday,October,2023,2023Q4,0,Victor,Kerr,Female,41.0,1983-03-04,monica21@hotmail.com,001-044-249-7322x3694,1.0,873.0,8.0,1.0,2021-03-02,20.0,425.21,Stonebriar Centre,Frisco,Texas,US,Cash,,
9111,109111,Hair Care,Shampoo,3,12.89,32,263,2021-05-02,8,2021-05-02,Sunday,May,2021,2021Q2,1,Joshua,Williams,Male,30.0,1994-12-15,pknapp@yahoo.com,+1-489-275-5694,0.0,561.0,3.0,1.0,2024-05-14,46.0,295.17,International Plaza and Bay Street,Tampa,Florida,US,BNPL (Buy Now, Pay Later),
9112,109112,Hair Care,Shampoo,4,46.26,49,220,2024-03-19,9,2024-03-19,Tuesday,March,2024,2024Q1,0,William,Rodriguez,Male,52.0,1973-02-03,clarkpeter@powell-kerr.biz,627.342.3529x70556,1.0,153.0,6.0,0.0,2024-11-16,47.0,313.4,NorthPark Center,Dallas,Texas,US,Apple Pay,,
9113,109113,Body Care and Hygiene,Deodorant,3,15.26,37,725,2021-06-12,9,2021-06-12,Saturday,June,2021,2021Q2,1,Claire,Ibarra,Male,40.0,1985-02-18,peterbryan@kim.com,+1-724-572-4669,1.0,680.0,3.0,0.0,2022-05-24,44.0,449.56,Bloor-Yorkville,Toronto,Ontario,Canada,Apple Pay,,
9114,109114,Skin Care,Sunscreen,1,54.12,1,612,2023-06-22,4,2023-06-22,Thursday,June,2023,2023Q2,0,Jennifer,Dunlap,Male,50.0,1974-11-07,emartin@miller.com,565-386-3839,0.0,1428.0,4.0,1.0,2021-02-13,33.0,241.47,Mall of America,Bloomington,Minnesota,US,Debit Card - Visa,Visa,
9115,109115,Skin Care,Lip Balm,2,47.54,34,288,2024-12-10,3,2024-12-10,Tuesday,December,2024,2024Q4,0,Hunter,Martin,Other,35.0,1989-11-16,ashleyjones@wagner-white.com,(310)280-5247x67466,0.0,1132.0,9.0,0.0,2022-01-25,2.0,168.52,The Shops at Columbus Circle,New York,New York,US,Credit Card - AMEX,AMEX,
9116,109116,Skin Care,Lip Balm,1,44.32,20,249,2020-07-27,6,2020-07-27,Monday,July,2020,2020Q3,0,Shannon,Henry,Male,65.0,1960-02-11,brucebrown@yahoo.com,519-638-4048,1.0,1323.0,10.0,1.0,2023-05-04,4.0,309.08,The Trafford Centre,Manchester,Greater Manchester,UK,PayPal,,
9117,109117,Skin Care,Lip Balm,3,90.87,4,609,2021-02-06,6,2021-02-06,Saturday,February,2021,2021Q1,1,Janet,Clark,Female,62.0,1962-12-03,rdavis@yahoo.com,288.607.4960x04902,1.0,8.0,5.0,1.0,2024-03-31,6.0,313.78,Trafford Centre,Manchester,England,UK,PayPal,,
9118,109118,Oral Care,Mouthwash,4,4.73,16,679,2025-01-04,9,2025-01-04,Saturday,January,2025,2025Q1,1,Sarah,Wells,Female,18.0,2006-08-05,ucunningham@hotmail.com,+1-208-190-4411x235,0.0,216.0,3.0,1.0,2023-01-31,11.0,86.74,The Oracle,Reading,Berkshire,UK,Apple Pay,,
9119,109119,Oral Care,Toothpaste,4,16.71,52,38,2021-09-21,7,2021-09-21,Tuesday,September,2021,2021Q3,0,Kimberly,Rice,Female,57.0,1967-09-27,martineric@yahoo.com,(967)569-3088x86359,1.0,1416.0,10.0,1.0,2020-02-26,9.0,427.98,Pheasant Lane Mall,Nashua,New Hampshire,US,Cash,,
9120,109120,Body Care and Hygiene,Deodorant,4,20.9,12,860,2020-12-22,10,2020-12-22,Tuesday,December,2020,2020Q4,0,Lisa,Ali,Other,31.0,1993-05-19,vcervantes@gmail.com,945-009-7323,0.0,664.0,7.0,0.0,2020-08-09,20.0,466.86,Metrocentre,Gateshead,Tyne and Wear,UK,Google Pay,,
9121,109121,Skin Care,Sunscreen,4,36.16,31,682,2022-07-17,7,2022-07-17,Sunday,July,2022,2022Q3,1,Victor,Acevedo,Other,30.0,1994-07-04,lhogan@smith.net,2189812160,0.0,1345.0,10.0,1.0,2024-09-30,16.0,50.93,Cherry Creek Shopping Center,Denver,Colorado,US,Cash,,
9122,109122,Body Care and Hygiene,Deodorant,3,6.04,23,939,2021-01-17,10,2021-01-17,Sunday,January,2021,2021Q1,1,Daniel,Collins,Female,18.0,2007-02-10,vanessajohnson@clark-acevedo.net,904.636.1191,1.0,898.0,6.0,1.0,2024-05-02,4.0,472.45,Palisades Center,West Nyack,New York,US,Google Pay,,
9123,109123,Body Care and Hygiene,Body Lotion,1,14.97,33,625,2022-03-20,7,2022-03-20,Sunday,March,2022,2022Q1,1,Jeremy,Fields,Male,55.0,1970-01-23,gracehayes@yahoo.com,879.551.6638x8757,0.0,1773.0,6.0,1.0,2023-11-30,21.0,221.38,Bellevue Square,Bellevue,Washington,US,Cash,,
9124,109124,Skin Care,Sunscreen,1,98.17,18,366,2023-12-17,5,2023-12-17,Sunday,December,2023,2023Q4,1,Jennifer,Hampton,Other,59.0,1965-12-27,olsenjonathan@owens.com,559.898.5736,0.0,1635.0,9.0,1.0,2022-03-03,24.0,183.99,Arndale Centre,Manchester,Greater Manchester,UK,Debit Card - MasterCard,MasterCard,
9125,109125,Hair Care,Hair Oil,2,17.67,59,716,2021-01-03,1,2021-01-03,Sunday,January,2021,2021Q1,1,Joe,Contreras,Male,23.0,2002-01-02,alicia84@molina-townsend.org,843.017.9848x614,1.0,853.0,7.0,1.0,2020-01-07,46.0,445.89,The Streets at Southpoint,Durham,North Carolina,US,Credit Card - Visa,Visa,
9126,109126,Body Care and Hygiene,Deodorant,2,9.07,48,504,2023-03-19,2,2023-03-19,Sunday,March,2023,2023Q1,1,Brian,Castaneda,Male,19.0,2005-03-01,jonesmike@rose.com,347.124.6542x19751,0.0,826.0,5.0,1.0,2022-07-09,29.0,174.23,Santa Monica Place,Santa Monica,California,US,Credit Card - MasterCard,MasterCard,
9127,109127,Skin Care,Face Wash,3,61.33,27,384,2022-06-24,4,2022-06-24,Friday,June,2022,2022Q2,0,Laura,Williams,Other,45.0,1979-04-05,hunter61@hotmail.com,(205)743-8970,1.0,939.0,7.0,0.0,2024-03-30,1.0,282.78,Oakbrook Center,Oak Brook,Illinois,US,Debit Card - Visa,Visa,
9128,109128,Body Care and Hygiene,Body Lotion,3,8.14,45,715,2020-07-13,6,2020-07-13,Monday,July,2020,2020Q3,0,William,Hines,Male,54.0,1970-11-28,brianwilson@walker.com,+1-969-938-5816x0277,0.0,772.0,6.0,0.0,2021-10-14,24.0,380.9,Westfield Annapolis,Annapolis,Maryland,US,PayPal,,
9129,109129,Oral Care,Toothpaste,1,7.81,39,484,2022-04-20,8,2022-04-20,Wednesday,April,2022,2022Q2,0,Dawn,Griffin,Male,64.0,1960-03-31,frichards@gmail.com,001-979-262-0419x46805,1.0,1621.0,3.0,1.0,2022-10-14,23.0,400.5,Scottsdale Fashion Square,Scottsdale,Arizona,US,BNPL (Buy Now, Pay Later),
9130,109130,Body Care and Hygiene,Hand Sanitizer,1,8.54,54,179,2024-02-12,3,2024-02-12,Monday,February,2024,2024Q1,0,Christopher,Flores,Male,52.0,1973-01-31,heather50@andrade-ho.org,482.807.4000x3686,0.0,391.0,7.0,0.0,2020-05-20,39.0,353.83,Westfield Century City,Los Angeles,California,US,Credit Card - AMEX,AMEX,
9131,109131,Body Care and Hygiene,Hand Sanitizer,1,4.89,23,116,2021-03-24,8,2021-03-24,Wednesday,March,2021,2021Q1,0,Dale,Burnett,Male,32.0,1993-01-24,jennifer76@yahoo.com,+1-087-360-4745,0.0,836.0,4.0,1.0,2023-11-13,10.0,417.91,Palisades Center,West Nyack,New York,US,BNPL (Buy Now, Pay Later),
9132,109132,Body Care and Hygiene,Body Lotion,3,9.45,35,466,2024-11-06,1,2024-11-06,Wednesday,November,2024,2024Q4,0,Jeffery,Anderson,Other,22.0,2002-03-14,nrussell@jones.net,001-511-782-9197x2277,0.0,862.0,9.0,0.0,2022-08-17,46.0,287.02,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Credit Card - Visa,Visa,
9133,109133,Hair Care,Hair Oil,1,48.59,59,416,2022-09-20,5,2022-09-20,Tuesday,September,2022,2022Q3,0,Richard,Hall,Male,33.0,1991-05-26,haley59@gmail.com,699-114-5239x397,0.0,463.0,8.0,0.0,2023-02-16,33.0,426.48,The Streets at Southpoint,Durham,North Carolina,US,Debit Card - MasterCard,MasterCard,
9134,109134,Body Care and Hygiene,Deodorant,3,11.76,18,420,2024-02-06,8,2024-02-06,Tuesday,February,2024,2024Q1,0,Rachel,Garrett,Male,63.0,1961-04-27,smiththomas@hotmail.com,001-298-340-8636x88341,0.0,1641.0,5.0,1.0,2024-12-13,38.0,486.66,Arndale Centre,Manchester,Greater Manchester,UK,BNPL (Buy Now, Pay Later),
